,R1_15-1,R1_15-2,R2_15-1,R2_15-2,R3_15-1,R3_15-2,R4_15-1,R4_15-2,R1_20-1,R1_20-2,R2_20-1,R2_20-2,R3_20-1,R3_20-2,R4_20-1,R4_20-2,R1_25-1,R1_25-2,R2_25-1,R2_25-2,R3_25-1,R3_25-2,R4_25-1,R4_25-2,R1_30-1,R1_30-2,R2_30-1,R2_30-2,R3_30-1,R3_30-2,R4_30-1,R4_30-2,R1_35-1,R1_35-2,R2_35-1,R2_35-2,R3_35-1,R3_35-2,R4_35-1,R4_35-2,QC_1,QC_2,QC_3,QC_4,QC_5,QC_6
646.162177905702/450.260483159545,8.764805,9.309223,9.987419,9.703048,11.031279,10.47436,10.348239,10.122308,9.108542,9.406238,11.336352,11.105575,11.140996,10.95343,11.425426,10.895152,11.037368,10.73889,11.393777,11.34703,11.992528,11.717917,9.934528,10.31094,12.094104,11.965711,13.245775,12.863728,13.063803,12.859846,11.115385,11.117816,12.098372,11.784106,14.115311,13.707968,14.32084,14.304325,12.825212,12.705088,12.255872,12.302946,12.074237,12.199194,12.197599,11.910066
557.782477663274/882.212602510235,7.708995,8.674511,9.203742,8.514877,9.276726,9.42098,9.202661,9.265854,11.147797,11.864271,12.057154,11.966136,12.160806,12.202594,11.09188,11.545072,12.810532,12.746138,13.218713,13.265357,13.949091,14.092065,12.78012,12.705172,13.533808,13.460814,14.110362,14.168595,14.495489,14.517343,13.442941,13.524529,13.252443,13.303248,11.899273,11.781918,14.17806,14.330433,13.60505,13.57125,12.259328,12.575211,12.476199,12.411616,12.489741,12.566091
560.617124323259/674.145578330874,10.534976,10.120065,9.598426,9.562489,10.31829,10.511751,10.622069,10.124463,12.075959,11.352056,11.10658,11.292355,11.977453,11.752629,12.47393,12.080374,12.561749,12.809396,12.437097,12.371117,13.060829,12.718264,12.921926,12.601064,12.873535,12.605201,13.087918,13.076389,13.677728,13.081386,13.621887,13.690922,13.492253,13.43013,13.530987,13.47801,13.161808,13.555025,13.574258,13.742631,12.654126,12.974719,12.706878,12.638088,12.798857,12.788587
603.476244474712/698.397182840919,7.213061,7.981182,7.720367,7.900779,8.11235,8.53963,7.79793,7.68708,7.72948,7.732583,8.873459,8.449026,8.376294,9.020868,9.615957,9.567828,9.017148,9.324069,9.212533,9.395711,9.319808,9.480782,10.883374,11.128499,11.047118,10.734335,10.680919,10.548459,10.292441,10.050249,12.064856,11.995653,11.438296,11.200029,11.190884,11.051395,10.504059,10.671191,13.571112,13.548246,11.051395,11.099244,10.854189,10.909911,10.703793,10.734073
487.540649414062/678.072890655546,8.871238,8.98117,9.366084,8.840645,8.86907,9.42098,8.667455,9.056294,7.94944,7.893043,7.250827,8.268456,7.397694,8.015612,7.865767,8.077939,10.728065,10.927265,8.332132,9.562204,11.028894,11.289184,10.211873,10.231707,13.74521,13.819805,12.260518,12.465598,13.158952,13.608406,12.852253,12.965172,12.135381,12.334309,13.505775,14.019548,14.250729,14.603459,13.480604,13.830267,12.497198,12.465842,12.547021,12.862763,12.976148,12.821805
392.163333825898/564.167537458885,10.695799,9.775307,9.365861,9.67837,11.090007,9.964121,10.091475,9.488751,11.312004,11.311649,12.598233,11.642831,12.887293,11.872806,11.407239,11.474006,13.667496,12.561168,13.179593,12.392441,13.392829,13.160718,12.015774,12.098044,13.183785,12.923705,13.352764,13.290058,13.527655,13.536883,12.87575,12.494503,13.859999,12.830288,14.50216,13.642591,13.816451,13.730922,13.316198,12.371096,13.45073,12.616162,12.561,12.338377,12.313254,12.43456
517.845948336417/693.109596864419,7.785614,8.426586,8.169804,8.552845,8.713793,8.291705,7.807654,8.009,7.342473,7.732583,7.161811,7.268489,7.411769,7.747263,7.240574,6.83718,10.261915,10.263778,8.580532,8.626625,11.077931,10.419356,10.28404,10.198004,13.124635,12.874166,12.052337,11.691788,13.339956,12.9539,12.60556,12.767881,11.118262,11.159237,13.471249,13.027776,14.113963,13.852696,12.69684,12.94837,12.09958,12.279899,12.295128,11.943339,12.410895,12.039972
609.960230777138/268.167472354185,12.54497,11.9797,11.96273,11.41847,12.2712,12.03541,11.95949,11.87688,13.93604,13.24435,14.15376,13.62898,12.54566,12.2489,14.28712,13.78101,14.36006,13.81689,13.46114,12.9844,12.92302,12.62691,13.62164,13.6016,13.42764,13.0896,13.1576,12.95516,12.77203,12.33515,12.98531,12.82604,13.27828,12.82309,13.36534,12.76287,12.82289,12.66949,13.42249,12.95508,13.19628,12.96605,12.99631,12.7385,12.88514,12.5275
544.253220942982/753.284100614097,11.32663,11.02704,10.64552,10.77601,12.68839,12.01973,11.49833,11.34765,12.27676,12.39221,12.9683,12.77585,13.98854,13.60919,13.38671,13.37443,13.06625,12.94996,12.98783,12.80788,14.52434,14.57707,13.36043,13.36051,14.05915,13.86638,13.6742,13.61184,14.5506,14.48381,13.23148,13.24502,13.34783,13.19607,12.22545,11.80923,14.05971,14.07401,13.18188,12.94894,13.16126,12.91258,13.04315,12.80916,12.95751,12.8302
393.630456757127/610.169467152627,9.16602,10.265782,10.039798,9.604191,10.124722,10.567839,9.572926,9.466568,11.841541,11.915932,11.245042,12.040709,11.827862,12.419652,12.187556,12.037426,12.582645,13.138162,12.761343,13.24259,14.235912,14.13713,12.918959,12.631276,13.930644,13.672326,14.318041,14.085749,14.457463,14.012415,13.252186,13.264274,13.018614,13.773411,13.759255,14.20096,14.050601,14.15169,12.317143,13.197159,12.308495,13.115529,13.055709,13.131285,13.071168,12.763813
559.127012018572/797.28600626562,8.902081,9.150002,8.684371,9.61697,9.840245,10.245971,9.219437,9.561527,11.74648,11.707352,12.322272,12.447909,12.44143,12.461415,11.693068,11.705416,12.890527,12.809463,13.235397,13.07009,13.638213,13.71709,12.764427,12.711906,13.201608,13.014376,13.836406,13.693279,14.088494,14.058733,13.198063,13.270787,13.034782,13.002022,11.818961,11.826421,13.729098,13.785424,13.34481,13.298061,12.626799,12.498112,12.593994,12.629278,12.66808,12.525856
390.325965212103/564.167672049012,10.695799,9.775307,9.365861,9.67837,11.090007,9.964121,10.091475,9.488751,11.312004,11.311649,12.598233,11.642831,12.887293,11.872806,11.407239,11.474006,13.667496,12.561168,13.179593,12.392441,13.392829,13.160718,12.015774,12.098044,13.183785,12.923705,13.352764,13.290058,13.527655,13.536883,12.87575,12.494503,13.859999,12.830288,14.50216,13.642591,13.816451,13.730922,13.316198,12.371096,13.45073,12.616162,12.561,12.338377,12.313254,12.43456
1026.27575148198/790.538833256935,8.273225,8.937164,8.301047,8.373523,8.611915,9.149679,8.443026,7.935001,10.311589,9.538927,8.619539,9.027106,10.102391,10.172507,10.428134,10.282853,11.328776,11.305793,11.043512,11.52939,13.014895,13.077354,11.972452,11.979518,12.989887,12.72764,12.833034,12.747862,12.702526,12.656368,11.778054,11.850934,12.61172,12.555952,14.247869,14.089246,13.713349,13.891611,13.008368,13.063763,11.651192,11.68047,11.704773,11.778936,11.629721,11.557788
663.707771167421/598.366640754808,8.600044,8.927155,7.716097,8.192954,8.341828,8.099064,8.428671,7.935001,8.788585,9.214956,10.538636,10.236639,9.440791,9.058791,11.985798,11.868262,12.903327,12.503384,10.176004,10.248561,10.768269,10.525849,12.313451,12.538501,13.774094,13.481789,11.267245,11.040013,10.737558,10.451448,11.983314,11.609374,11.42625,11.144265,12.296611,11.650462,12.077458,11.895023,13.181463,13.010052,10.987744,10.534173,10.45836,10.405729,10.370926,10.685757
386.128722609135/609.175791487946,9.995175,10.848642,11.061496,10.428903,10.463519,11.243172,10.655171,11.068783,12.834873,12.668852,12.03563,12.861847,12.679825,13.208585,13.169789,12.971304,13.438155,14.126473,13.785866,14.16532,15.003257,15.008743,13.730449,13.456576,14.734254,14.486353,15.166462,14.973649,15.171239,14.761046,14.071471,14.149252,13.788919,14.510261,14.60601,15.020567,14.836433,14.926624,13.160195,14.121645,13.14738,14.107173,13.912795,13.966705,14.137357,13.687888
970.68121980366/862.427300836545,7.594233,8.680735,8.099416,8.067425,8.645029,8.514095,7.914106,7.802554,8.677625,7.984964,7.391259,8.745265,7.844193,8.628554,9.031839,8.851816,10.356609,10.489906,9.403265,10.165088,11.492174,11.891707,11.107779,10.99026,12.189478,12.24305,11.701781,11.823403,11.937941,12.006082,11.529891,11.637881,12.239124,12.47198,14.209727,14.171606,13.600038,13.702726,13.041267,13.088357,11.436117,11.291897,11.404534,11.633777,11.247426,11.626725
519.458072595429/514.200803479221,9.63585,8.934376,8.42134,8.885968,9.958417,9.539624,9.516985,8.742977,9.978279,9.859984,10.65207,9.753943,10.889815,9.629633,9.919876,10.500842,12.147798,11.096217,11.093712,10.739301,10.294248,10.296157,10.548139,11.006094,10.885671,11.086552,10.97134,11.001822,11.150532,11.293361,11.755245,11.198312,12.948246,11.566702,12.685694,11.758198,11.794273,11.671852,13.167704,11.906702,11.726243,10.812269,10.954762,10.744978,10.910069,10.916122
557.221439830044/852.22169466224,8.213026,8.730363,9.601905,8.940514,9.762152,9.354337,8.770512,9.396717,11.672215,11.510504,12.320963,12.327654,12.65182,12.434734,11.521644,11.623955,12.888255,12.709696,13.214201,13.09734,13.521864,13.552174,12.80196,12.65182,13.082894,12.935398,13.662669,13.728354,13.959273,13.836638,13.177176,13.084418,13.10059,13.022671,12.008628,11.923193,13.529678,13.655756,13.148142,13.041531,12.65182,12.535347,12.625405,12.54446,12.655487,12.408894
535.569863838062/594.160353042733,10.378824,9.453043,9.762369,9.562177,10.787645,10.046584,9.989378,9.662396,9.12097,8.657712,9.219928,8.656182,9.039365,8.267355,8.369822,8.535283,8.427466,9.355625,8.099152,7.945333,10.536828,9.526097,8.49485,8.283894,12.259477,11.929161,10.973057,10.17228,12.273557,11.661643,11.665439,11.661984,9.385769,10.281883,12.216975,11.978295,13.804641,13.68283,11.420873,12.243055,10.150001,11.322455,10.836332,10.830073,11.012262,10.596321
612.115616647821/284.162714135467,12.5842,11.36322,11.50265,10.95631,12.54592,11.11846,11.87872,11.26333,13.23098,12.00395,13.20652,13.01334,12.39543,11.99602,13.64297,12.60287,13.72723,13.29172,12.65329,11.86391,12.58139,11.73326,13.30539,13.03394,13.0807,12.30731,12.79776,12.47352,12.49065,11.87423,12.95247,12.37399,12.66224,11.94887,12.87225,11.93618,12.80015,12.63718,13.11304,12.17249,12.52653,12.38533,12.35167,11.75769,11.68762,11.63844
970.400282474986/830.489130822149,7.834522,8.918435,7.860381,7.777925,8.341828,8.321452,8.01364,8.102107,8.856041,9.168663,7.802651,8.75475,8.473434,9.249827,9.927031,9.848102,11.003718,10.981234,10.565721,10.335248,12.124246,12.242629,11.77588,11.996798,12.613398,12.483687,12.383631,12.568202,12.453901,12.349738,12.105725,12.011744,12.778372,12.727027,13.931662,13.768494,13.413903,13.540301,13.076398,13.010475,12.008936,12.129612,11.989271,12.08156,11.899968,11.975599
520.58922750908/548.172572065505,8.302662,8.333477,8.169804,8.240258,8.730095,8.973523,8.070222,8.189569,8.214896,7.599321,7.634924,7.885135,7.125538,7.146446,6.918671,7.351714,9.447822,8.73772,8.054251,8.379055,9.339195,8.607228,8.482587,8.359979,11.431282,11.234374,10.176735,9.931603,11.752202,11.492144,10.992053,10.910289,10.791834,8.908251,12.849385,11.676272,13.707476,13.305166,12.669984,11.545961,11.655102,10.693148,10.647091,10.646841,10.649919,10.437801
556.944582219709/739.284308076003,8.571476,9.12702,8.65195,9.156419,10.108988,9.42098,9.838966,9.032835,11.730134,11.114592,12.280413,12.022697,12.37156,12.204154,11.227843,11.341482,12.665841,12.347277,12.860495,12.791855,13.242935,13.188758,12.437186,12.245462,12.841359,12.618706,13.429578,13.332113,13.716682,13.539721,12.818615,12.871792,12.738478,12.628767,11.686164,11.604585,13.290063,13.424892,13.012841,12.841276,12.321751,12.315872,12.29136,12.135338,12.352729,12.118967
557.335617333128/881.215730451225,7.73499,8.047972,8.169804,8.501644,9.137002,9.116127,8.194209,8.424031,10.642263,10.637439,10.981536,11.418799,11.884498,11.829728,10.505256,10.756874,12.161021,12.170884,12.423786,12.441812,13.187114,13.305784,11.958604,12.013807,12.797193,12.909867,13.425196,13.470997,13.786558,13.919709,12.777508,12.901527,12.602503,12.829433,11.05578,11.053201,13.545362,13.672488,12.930052,12.896526,11.483396,11.835185,11.972905,11.948291,12.000159,11.87946
392.579684073465/708.096938447431,8.946636,9.749954,9.342262,9.279712,9.45403,9.812411,9.076388,9.712216,10.751259,11.211266,10.48408,11.138706,11.443583,11.1652,11.390307,11.570187,11.953142,12.424653,12.030833,12.33697,13.540501,13.291374,12.051578,11.687419,13.270123,12.849595,13.58723,13.378017,13.569484,13.594736,12.346688,12.613655,12.599012,12.86363,13.636487,13.885118,13.606134,13.647115,11.829553,12.418315,11.844789,12.028804,12.289223,12.205382,12.603258,12.423486
669.080688476562/280.167211025751,9.879378,9.981167,9.513185,10.351757,11.935116,11.583135,11.249776,10.532391,11.511785,11.027092,12.401201,11.937094,11.58159,11.226901,12.660221,12.431514,13.162916,12.668573,11.929822,11.540795,11.792077,11.377527,12.580242,12.468222,12.997655,12.600952,11.95122,11.840054,11.629103,11.147478,12.220478,11.841585,12.064738,11.412917,12.324607,11.818157,12.048488,11.873915,12.878246,12.186934,11.945169,11.75497,11.718275,11.531933,11.340307,11.553356
366.352823893229/551.076072668757,11.301105,11.070015,8.007757,8.415343,10.061712,10.499387,11.909035,11.71381,14.646034,14.299163,7.143434,8.194457,12.066409,11.940631,11.219047,10.823349,13.69397,13.829329,10.398392,10.130486,10.219374,10.113924,11.45576,11.241621,12.617916,12.283332,8.777048,8.187005,11.101253,10.624216,10.673794,10.638191,13.905701,14.026403,7.182412,7.629857,9.461182,9.449347,10.240153,10.163704,11.373568,11.539955,11.598577,11.478679,11.443381,11.044431
556.454881634629/854.220460233613,8.482209,8.284569,9.311456,8.172019,10.022541,9.601552,8.882843,9.378221,11.354866,11.117488,11.857523,11.861838,12.197601,12.210723,11.233097,11.206152,12.461695,12.51554,12.800471,12.532497,13.146282,13.218026,12.379018,12.254114,12.690526,12.553009,13.360371,13.241122,13.474262,13.446299,12.74653,12.791951,12.538027,12.426781,11.428081,11.325849,13.221471,13.199859,12.843974,12.700949,12.257426,12.17348,12.032584,11.97377,11.976361,11.938685
597.818223384389/717.414544163141,8.156444,8.98117,9.468639,8.552845,9.62068,9.706734,9.25057,9.806937,10.593446,10.535299,11.967882,11.966981,11.352182,11.302079,12.961992,12.971561,13.299891,13.048151,12.797638,12.997921,13.15378,13.167562,14.948837,14.965782,14.840355,14.66266,14.492566,14.390957,14.062409,13.871673,15.906172,15.859555,15.196214,15.14803,15.041395,14.962152,14.530645,14.588453,16.802477,17.043456,14.840355,14.836863,14.822149,14.753612,14.697138,14.594911
391.772264447129/610.171443926988,9.16602,10.265782,10.039798,9.604191,10.124722,10.567839,9.572926,9.466568,11.841541,11.915932,11.245042,12.040709,11.827862,12.419652,12.187556,12.037426,12.582645,13.138162,12.761343,13.24259,14.235912,14.13713,12.918959,12.631276,13.930644,13.672326,14.318041,14.085749,14.457463,14.012415,13.252186,13.264274,13.018614,13.773411,13.759255,14.20096,14.050601,14.15169,12.317143,13.197159,12.308495,13.115529,13.055709,13.131285,13.071168,12.763813
172.572860583924/381.058547193294,8.556976,8.426586,9.025406,8.518307,9.603086,9.226783,9.251123,9.144984,10.758524,10.396643,11.01214,10.578301,10.76063,10.589378,11.635827,11.477677,12.370125,11.969428,11.410575,11.226972,13.105438,12.821361,12.455194,12.475153,13.056236,12.833946,12.702328,12.413393,12.50129,12.214193,12.298965,12.369704,12.414199,12.167247,13.229113,12.843103,13.399309,13.316198,12.762987,12.470867,12.173506,12.071714,12.043024,11.958591,11.636821,11.869257
970.406745776796/764.51418535315,8.419474,8.835973,8.214892,8.533986,8.64668,9.083947,8.142371,8.27203,8.615456,7.911902,7.83528,7.853427,8.073949,9.353993,8.952313,9.131599,10.382307,10.500838,9.989475,10.354675,11.816951,11.908512,11.218938,11.248868,12.102678,12.078705,12.000927,11.865542,12.079787,11.91546,11.843943,11.666233,12.474145,12.359173,13.784989,13.634191,13.263694,13.418652,12.730229,12.747996,11.527696,11.645392,11.869749,11.727175,11.501909,11.716892
561.086553205524/431.170335002907,17.84712,17.88051,17.05059,16.79544,17.65683,17.39852,17.22987,16.97706,16.53866,16.29317,16.00135,15.97509,15.85833,15.78945,16.00471,15.94199,15.09735,15.32067,15.64707,15.58168,15.24366,15.34158,14.30234,14.04588,14.50935,13.77408,15.45743,15.10578,14.52006,14.10822,13.86012,13.70259,14.48848,14.60788,14.82231,14.52271,13.39572,13.63284,13.79994,13.83322,15.25581,15.63239,15.33816,15.09212,15.23266,14.82777
554.831473367256/799.286264985936,9.027795,9.293047,9.012695,9.192945,9.375445,9.933811,8.951243,8.765978,10.909576,11.127126,11.818971,11.775258,11.922808,11.940986,10.920084,11.227262,12.132486,12.416255,12.589522,12.556888,12.990161,13.069905,12.231346,12.036939,12.583916,12.421775,13.273683,13.172563,13.623791,13.45477,12.645938,12.619478,12.346562,12.542872,11.312789,11.259092,13.162773,13.266727,12.73192,12.631555,11.908829,12.010281,11.938411,11.905249,12.14726,12.046388
331.721757855332/520.063035510674,14.913172,13.537811,10.686706,10.390968,13.689931,12.421974,14.093415,12.885219,15.137491,14.752304,10.826246,10.500281,13.098178,12.341028,11.656422,11.276177,13.971263,13.154482,11.151199,10.698241,9.904709,10.243422,10.307405,10.544872,11.11333,11.12309,8.107529,8.840418,9.898661,9.946622,9.076792,9.316822,13.462596,12.526396,7.910867,7.12541,7.60394,7.618688,9.046755,8.650549,11.960929,11.356592,11.317473,11.099112,10.891581,11.276616
524.164298074287/560.20414596901,9.069034,9.834947,8.807227,9.373516,9.940858,9.852122,9.30837,9.99073,11.398928,11.157927,9.61287,10.823675,10.223693,10.645999,11.268013,11.398387,11.422587,12.045033,11.018736,11.797167,11.585478,11.538259,12.001146,11.529095,12.203982,12.032914,12.394778,12.13044,12.308559,11.942711,12.647418,12.48475,12.377222,13.02387,12.417003,12.659102,12.370932,12.491819,12.691491,13.278216,11.310479,11.948204,11.901289,11.820178,11.877485,11.600181
542.980943110951/754.282287483749,10.258931,9.761328,10.008588,10.263332,11.902042,11.441442,10.745348,10.524535,11.546676,11.531605,12.043596,11.929191,12.990799,12.701028,12.490785,12.436202,12.275352,12.03222,12.052893,12.079405,13.742352,13.736872,12.335589,12.378331,13.189944,13.018482,12.989002,12.743749,13.760623,13.537378,12.582356,12.24429,12.423215,12.357045,11.354868,11.217231,13.311116,13.251309,12.256832,12.051212,12.256832,12.083052,12.129076,11.879501,12.01414,11.942119
523.079455994723/694.103162083816,8.11745,7.950156,7.92045,8.2168,8.08726,8.261332,7.914106,7.774541,7.127474,7.288996,6.812258,7.427679,6.975503,7.612086,7.340726,7.222438,9.402067,9.607465,7.649113,8.298185,10.387059,9.952068,9.478072,9.319954,12.141746,11.889038,10.968729,10.914186,12.493673,11.804558,11.637747,11.55698,10.303164,10.143557,12.472439,12.077022,13.240192,12.871774,11.800943,12.028645,11.199677,11.240843,11.519181,11.20133,11.342038,11.037679
912.755267226905/734.474072629082,7.785614,8.357324,8.146721,7.862271,8.185105,8.028676,7.276701,7.774541,7.827881,8.158378,6.59834,7.53151,7.644122,8.388293,8.459041,8.361953,8.742687,8.983234,8.22222,8.680084,9.77602,10.301371,9.473321,9.523966,10.812539,10.992166,10.096114,10.091122,11.213225,11.38906,10.326175,10.369716,11.14397,11.500257,13.385919,13.449226,13.20606,13.381984,12.397477,12.755211,10.767312,10.718721,10.679838,11.193177,11.149203,10.939864
524.378331769977/660.132715881854,9.188149,10.033908,8.401975,9.0003,9.019158,10.198586,10.28587,9.393202,10.24965,10.834358,9.230906,10.0179,9.861288,10.47188,10.624905,11.31802,11.537649,11.689406,11.007439,11.397253,11.10108,11.057915,11.62591,11.404291,11.862113,11.933432,11.716034,11.73563,11.735923,11.9991,12.17837,12.104352,12.299187,12.491906,12.390326,12.474442,11.983967,12.066089,12.484183,12.666367,11.310808,11.271763,11.519067,11.594099,11.735739,11.568535
393.969493129797/680.102388276928,9.137069,9.514042,9.430155,9.285675,10.26766,10.261322,9.261895,8.816344,11.407013,10.749249,11.033836,10.871786,11.761811,11.48787,11.080163,10.958652,12.291801,12.089815,12.292963,12.006396,13.101371,12.963474,11.686517,11.768382,12.82427,12.658937,13.194419,12.95854,13.160851,13.062775,12.292843,12.19493,12.711997,12.555071,13.437521,13.153907,13.127795,13.096011,12.017964,12.059858,12.059762,12.048272,11.874627,12.048066,12.342568,11.992019
715.29170200281/481.357768637562,10.31993,9.80689,8.612083,8.373523,9.530482,9.245894,8.614812,7.960091,13.908331,13.218592,9.432027,9.873309,8.272995,7.819893,7.509791,7.552003,13.701279,13.599737,10.84972,10.733257,12.382313,12.089499,7.876124,8.080455,12.815209,12.587908,11.79898,11.83471,13.146759,12.664858,8.093783,8.522129,12.458939,12.336978,10.342637,9.973633,12.032403,12.009209,6.554349,6.433295,11.346656,11.54073,11.429928,11.065003,11.052035,10.751134
